trail_name,osm_id,total_score,breakdown,distance_miles,surface,difficulty,highway_type,county,ref
Trail 463545303,463545303,85,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.928,gravel,grade2,track,Unicoi,nan
Fighting Creek Nature Trail,520363754,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.925,ground,unknown,path,Unknown,nan
Riverview Quiet Walkway,167434016,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.924,ground,unknown,path,Unknown,nan
Whitehouse Cliffs Trail,990205327,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.924,ground,unknown,path,Unknown,nan
Graveyard Upper Falls Trail,121741650,75,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 10, 'forest_service': 0}",0.922,dirt,unknown,footway,Unknown,nan
Sandy John Ridge Road,766775015,90,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",0.92,unpaved,grade4,track,Unknown,FS 3520A
Bracken Mountain Trail,249742270,80,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.913,dirt,unknown,path,Unknown,nan
North Slope Connector Trail,172822395,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.912,ground,unknown,path,Unknown,359A
Wilson Boundary Road,18940034,100,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.904,ground,grade4,track,Yancey,nan
Corvair Trail,277156039,80,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.898,dirt,unknown,path,Unknown,nan
Green River Trail,1302149761,80,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.896,dirt,unknown,path,Unknown,nan
Mount Mitchell Trail,429003135,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.891,ground,demanding_mountain_hiking,path,Unknown,TR 190
Sidehill Trail,114869514,115,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 10}",0.887,ground,hiking,path,Unknown,FS 145
Deep Creek Trail,447301202,110,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.886,ground,grade2,track,Unknown,nan
Pinnacle Trail,673257119,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.882,ground,unknown,path,Unknown,nan
Camp Creek Bald Road,16651290,105,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",0.88,gravel,grade2,track,Madison,FS 42
Trail 448826141,448826141,70,"{'surface': 25, 'difficulty': 10, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.88,gravel,grade1,track,Unknown,nan
Spencer Gap,112927493,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.879,ground,unknown,path,Unknown,600
Trail 725732024,725732024,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.875,ground,grade5,track,Unknown,nan
Big Butt Road,983370939,100,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",0.866,ground,grade5,track,Unknown,FS 94A
Trail 279413662,279413662,95,"{'surface': 35, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",0.864,dirt,grade4,track,Unknown,FS 5042
Pink Beds Connector,453509861,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.863,ground,unknown,path,Unknown,nan
Trail 1354056987,1354056987,80,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.862,unpaved,grade3,track,Unknown,nan
Rice Creek Road,19643122,100,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",0.858,unpaved,grade3,track,Unicoi,FS 540901
Balsam Point Quiet Walkway,167431644,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.857,ground,unknown,path,Unknown,nan
Black Mountain,1161192494,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.854,ground,unknown,track,Unknown,nan
Flat Branch,16587899,90,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",0.851,unpaved,grade4,track,Haywood,FS 3520
Trail 604440025,604440025,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 0, 'forest_service': 0}",0.851,dirt,unknown,footway,Unknown,nan
Bearwallow Mountain Trail,133059667,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 10, 'forest_service': 0}",0.85,ground,unknown,footway,Unknown,nan
Trail 800787979,800787979,95,"{'surface': 35, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.839,dirt,grade3,track,Unknown,nan
Trail 691525348,691525348,65,"{'surface': 35, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 0, 'forest_service': 0}",0.838,dirt,unknown,footway,Unknown,nan
Deerfield Loop,114869543,115,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 10}",0.834,ground,hiking,path,Unknown,FS 335
Graybeard Trail,16648109,115,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.828,ground,mountain_hiking,path,Buncombe,nan
Cat Gap Loop,172819683,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.828,ground,unknown,path,Unknown,120
Trail 1160767692,1160767692,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.827,ground,unknown,track,Unknown,nan
Trail 1158530518,1158530518,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",0.824,ground,unknown,track,Unknown,FS 359
Yellow Gap Road,481453258,80,"{'surface': 25, 'difficulty': 10, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.822,gravel,grade1,track,Transylvania,NFD 1206
Little Green Trail,150212312,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.816,ground,unknown,path,Unknown,TR 485
Seniard Ridge Road,502917327,100,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",0.816,unpaved,grade3,track,Unknown,FS 5045
Cemetary Trail,969486873,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.815,ground,unknown,path,Unknown,nan
Mountains-to-Sea Trail,587054173,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.812,ground,mountain_hiking,path,Unknown,nan
Three Lakes Trail,319287808,100,"{'surface': 35, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.805,dirt,hiking,path,Unknown,nan
Yellow Gap,112927466,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.803,ground,unknown,track,Unknown,611
Trail 717795272,717795272,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.803,ground,grade4,track,Madison,nan
Hickory Nut Falls Trail,75489499,85,"{'surface': 20, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.799,unpaved,hiking,path,Unknown,nan
Peace Lily Drive,691635185,70,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.798,unpaved,unknown,track,Unknown,nan
Appalachian Trail,30671414,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.797,ground,unknown,path,Unknown,TR 1-08
Royal Gorge Trail,410475890,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.797,ground,mountain_hiking,path,Unknown,nan
Cowee Bald Road,16776941,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.794,gravel,grade2,track,Unknown,nan
Cat Gap Loop Trail,152918900,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.794,ground,unknown,path,Unknown,120
Trail 1112770772,1112770772,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.788,ground,unknown,track,Unknown,nan
Trail 1158532195,1158532195,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",0.782,ground,unknown,track,Unknown,FS 359A
Hardtimes Connector,114869508,115,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 10}",0.777,ground,hiking,path,Unknown,FS 661
Old Trestle Road,16437646,125,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.775,ground,hiking,path,Buncombe,nan
Sam Knob Trail,403202417,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.774,ground,unknown,path,Unknown,nan
Paint Rock Trail,611634252,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.774,ground,unknown,path,Unknown,TR 154A
Gulf Road,995014860,85,"{'surface': 25, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.773,gravel,grade4,track,Cocke,nan
Wash Creek,152389519,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.772,ground,unknown,path,Unknown,606
Rocky Head Trail,410475884,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.767,ground,demanding_mountain_hiking,path,Unknown,nan
Catawba Falls River Trail,170364159,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.763,ground,unknown,path,Unknown,nan
East Ridge Trail,410475883,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.762,ground,mountain_hiking,path,Unknown,nan
Yuto's Trail,815669680,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.761,ground,unknown,path,Unknown,nan
Old Trestle Road,224383718,125,"{'surface': 40, 'difficulty': 25, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.754,ground,hiking,path,Buncombe,nan
Trail 1189691763,1189691763,60,"{'surface': 25, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 0, 'forest_service': 0}",0.748,gravel,unknown,path,Unknown,nan
Bennett Knob Road,279416178,120,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",0.745,ground,grade3,track,Unknown,FS 5044
Trail 467871777,467871777,70,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 0, 'forest_service': 0}",0.745,dirt,unknown,path,Unknown,nan
Quartz Mtn Trail,16435674,130,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.743,ground,grade2,track,Buncombe,nan
Cedar Rock Mountain Trail,98442097,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.742,ground,unknown,path,Transylvania,nan
Conservation Road,162977130,95,"{'surface': 25, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.739,gravel,grade2,track,Unknown,nan
Appalachian Trail,30673710,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.737,ground,unknown,path,Unknown,TR 1-08
Club Gap,152732184,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.736,ground,unknown,path,Unknown,343
Trail 1160808878,1160808878,90,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 10}",0.736,ground,unknown,track,Unknown,FS 4651D
Jarrett Creek Road,430789865,90,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.734,unpaved,grade2,track,Unknown,nan
Appalachian Trail,893791077,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.734,ground,unknown,path,Unknown,TR 1-08
East Ridge Trail,410475886,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.732,ground,mountain_hiking,path,Unknown,nan
Rock House Extension,279457178,80,"{'surface': 20, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",0.73,unpaved,grade5,track,Unknown,FS 5049A
Farmer Mountain Road,16656188,95,"{'surface': 35, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.728,dirt,grade4,track,Madison,nan
North Face,817015146,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 10, 'forest_service': 0}",0.728,ground,unknown,footway,Unknown,nan
Appalachian Trail,30673708,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.723,ground,unknown,path,Unknown,TR 1-08
Barnett Branch Trail,172828033,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.723,ground,unknown,path,Unknown,618
HIgh Falls Loop,275490460,90,"{'surface': 20, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 0}",0.721,unpaved,grade2,track,Unknown,nan
Grassy Knob Trail,723251952,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 10, 'forest_service': 0}",0.714,ground,unknown,footway,Unknown,nan
Art Loeb Trail,308431954,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.713,ground,unknown,path,Unknown,nan
South Mills River Road,815044045,75,"{'surface': 20, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.709,unpaved,grade4,path,Unknown,TR 133
Trail 481458291,481458291,70,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 0, 'forest_service': 0}",0.704,ground,unknown,footway,Unknown,nan
High Windy,1218007256,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 10, 'forest_service': 0}",0.702,ground,unknown,footway,Unknown,nan
Trail 1160101347,1160101347,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.701,ground,unknown,track,Unknown,nan
Trail 977028246,977028246,90,"{'surface': 40, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.698,ground,grade4,track,Unknown,nan
Natural Garden Trail,125755878,100,"{'surface': 40, 'difficulty': 25, 'trail_type': 10, 'length': 15, 'named': 10, 'forest_service': 0}",0.697,ground,hiking,footway,Unknown,nan
Noah 'Bud' Ogle Place Nature Trail,167432952,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.688,ground,unknown,path,Unknown,nan
Flat Laurel Creek Trail,106632461,80,"{'surface': 35, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.684,dirt,unknown,path,Unknown,nan
Courthouse Creek Road,267518642,120,"{'surface': 40, 'difficulty': 25, 'trail_type': 20, 'length': 15, 'named': 10, 'forest_service': 10}",0.684,ground,grade3,track,Transylvania,FS 140
Rainbow Mountain Trail,430789114,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.682,ground,demanding_mountain_hiking,path,Unknown,nan
Trail 1182374621,1182374621,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 0, 'forest_service': 0}",0.681,ground,unknown,path,Unknown,nan
Appalachian Trail,30673713,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.677,ground,unknown,path,Unknown,TR 1-08
Ledford Trail,114869511,95,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 10}",0.677,ground,unknown,path,Unknown,FS 660
Art Loeb Trail,39063277,95,"{'surface': 40, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.669,ground,mountain_hiking,path,Unknown,footpath
Appalachian Trail,30673760,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.668,ground,unknown,path,Unknown,TR 1-08
Poplar Hill Trail,1385085144,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.668,ground,unknown,path,Unknown,nan
Mac's Gap Trail,16619645,90,"{'surface': 35, 'difficulty': 15, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.666,dirt,grade4,path,Jackson,TR 482
Appalachian Trail,30673711,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.664,ground,unknown,path,Unknown,TR 1-08
Cat Gap Bypass Trail,172819680,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.663,ground,unknown,path,Unknown,120A
Trail 1111157209,1111157209,65,"{'surface': 25, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.663,gravel,unknown,track,Unknown,nan
Balsam Mountain Nature Trail,167431637,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.661,ground,unknown,path,Unknown,nan
Trail 1185540310,1185540310,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.655,ground,unknown,track,Unknown,nan
Trail 1354056978,1354056978,70,"{'surface': 20, 'difficulty': 15, 'trail_type': 20, 'length': 15, 'named': 0, 'forest_service': 0}",0.653,unpaved,grade4,track,Unknown,nan
Buck Spring Trail,393925891,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.652,ground,unknown,path,Unknown,nan
Barnett Branch Trail,481460794,80,"{'surface': 40, 'difficulty': 5, 'trail_type': 10, 'length': 15, 'named': 10, 'forest_service': 0}",0.649,ground,unknown,footway,Unknown,618
Boyd Branch Trail,114869506,95,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 10}",0.645,ground,unknown,path,Unknown,FS 665
Trail 727273633,727273633,75,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 0, 'forest_service': 0}",0.644,ground,unknown,path,Unknown,nan
Wagon Road Gap,112927491,85,"{'surface': 40, 'difficulty': 5, 'trail_type': 15, 'length': 15, 'named': 10, 'forest_service': 0}",0.643,ground,unknown,path,Unknown,134
